id,views,mature,life_time,created_at,updated_at,language,affiliate
8591,612412,0,1466,10/7/2014,10/12/2018,EN,0
8592,2078,1,538,3/21/2017,9/10/2018,EN,1
8593,21474,0,1268,4/23/2015,10/12/2018,FR,1
8594,7646,0,429,8/9/2017,10/12/2018,ES,1
8595,11859,0,1741,1/5/2014,10/12/2018,PT,1
8596,56956,0,2799,2/11/2011,10/11/2018,EN,0
8597,2011,0,1920,7/1/2013,10/3/2018,EN,0
8598,1442,1,2348,5/8/2012,10/12/2018,EN,1
8599,19751,1,2206,9/25/2012,10/10/2018,EN,0
8600,11332,1,1608,5/18/2014,10/12/2018,EN,1
8601,46021,0,1030,12/16/2015,10/11/2018,EN,1
8602,963,0,1730,12/26/2013,9/21/2018,EN,0
8603,353675,0,1117,9/21/2015,10/12/2018,EN,0
8604,8078,1,2338,5/18/2012,10/12/2018,EN,1
8605,914,1,1048,11/28/2015,10/11/2018,EN,1
8606,3202,1,1076,11/1/2015,10/12/2018,DE,0
8607,15980,1,1943,6/17/2013,10/12/2018,EN,1
8608,665,1,744,9/7/2016,9/21/2018,DE,0
8609,5794,1,886,5/9/2016,10/12/2018,EN,1
8610,1880,0,2415,3/2/2012,10/12/2018,EN,1
8611,1130,1,1570,6/24/2014,10/11/2018,EN,0
8612,3113,1,1919,7/6/2013,10/7/2018,EN,1
8613,12826,1,2070,2/5/2013,10/7/2018,EN,0
8614,2567,1,2532,10/28/2011,10/3/2018,EN,0
8615,959,1,777,8/15/2016,10/1/2018,EN,0
8616,2667,1,1171,7/29/2015,10/12/2018,DE,1
8617,767,0,385,8/30/2017,9/19/2018,ES,0
8618,2131,1,2305,6/20/2012,10/12/2018,EN,0
8619,158,1,768,5/21/2016,6/28/2018,EN,0
8620,4166,0,1500,8/24/2014,10/2/2018,EN,0
8621,97752,0,3355,8/5/2009,10/12/2018,EN,1
8622,365,1,1432,11/7/2014,10/9/2018,DE,0
8623,8053,1,412,8/25/2017,10/11/2018,EN,1
8624,189,0,1919,11/19/2011,2/19/2017,EN,0
8625,28574,0,2482,12/8/2011,9/24/2018,EN,1
8626,1963,1,1655,4/1/2014,10/12/2018,EN,1
8627,522,1,1231,5/30/2015,10/12/2018,EN,0
8628,511,1,1174,5/1/2014,7/18/2017,EN,0
8629,32220,0,1644,4/11/2014,10/11/2018,EN,0
8630,3590,0,2102,1/9/2013,10/12/2018,NO,0
8631,2060,0,636,12/8/2016,9/5/2018,EN,1
8632,27967,1,2158,11/9/2012,10/7/2018,EN,0
8633,8673,0,1438,11/4/2014,10/12/2018,EN,1
8634,20071,1,1698,2/17/2014,10/12/2018,EN,1
8635,324,1,1411,10/23/2014,9/3/2018,EN,0
8636,5509,1,2238,8/24/2012,10/10/2018,EN,1
8637,3603,0,634,1/16/2017,10/12/2018,EN,1
8638,22338,1,1336,2/14/2015,10/12/2018,ES,1
8639,278,0,2141,11/18/2012,9/29/2018,EN,0
8640,1654,0,987,1/23/2016,10/6/2018,ES,0
8641,13284,0,1288,4/3/2015,10/12/2018,EN,1
8642,10276,1,1970,5/20/2013,10/11/2018,EN,1
8643,25582,0,1892,8/5/2013,10/10/2018,EN,0
8644,587,1,2226,8/19/2012,9/23/2018,EN,0
8645,571,0,1877,7/18/2012,9/7/2017,EN,0
8646,3749,0,1583,11/17/2013,3/19/2018,EN,0
8647,65,1,1053,10/11/2015,8/29/2018,EN,0
8648,9030,1,1697,1/30/2014,9/23/2018,EN,0
8649,20232,0,975,2/10/2016,10/12/2018,HU,1
8650,11408,1,867,5/28/2016,10/12/2018,EN,1
8651,3981,1,561,3/19/2017,10/1/2018,EN,1
8652,3484,1,2460,1/15/2012,10/10/2018,EN,0
8653,18886,1,999,1/17/2016,10/12/2018,EN,1
8654,707,1,1125,9/10/2015,10/9/2018,EN,0
8655,6466,1,693,11/18/2016,10/12/2018,EN,1
8656,1247,1,2021,3/20/2013,10/1/2018,EN,0
8657,21799,1,2383,3/14/2012,9/22/2018,EN,0
8658,3579,1,1832,9/9/2013,9/15/2018,EN,0
8659,5000,1,2316,6/9/2012,10/12/2018,EN,1
8660,7662,1,1064,11/13/2015,10/12/2018,EN,1
8661,4542,0,1878,8/19/2013,10/10/2018,EN,1
8662,46838,0,2996,7/29/2010,10/11/2018,RU,0
8663,35367,1,529,5/1/2017,10/12/2018,EN,1
8664,1628,0,1152,8/17/2015,10/12/2018,EN,0
8665,28015,0,1307,3/15/2015,10/12/2018,EN,1
8666,47097,1,694,11/17/2016,10/12/2018,DE,0
8667,23835,1,2851,12/22/2010,10/12/2018,EN,1
8668,2732,0,2245,8/19/2012,10/12/2018,EN,0
8669,306,0,2589,9/9/2011,10/11/2018,EN,0
8670,1726,0,2848,12/23/2010,10/10/2018,EN,0
8671,166980,1,2575,9/24/2011,10/12/2018,EN,1
8672,8751,1,1107,10/1/2015,10/12/2018,ES,1
8673,4481,1,458,7/10/2017,10/11/2018,EN,1
8674,870,0,1041,12/5/2015,10/11/2018,EN,0
8675,2627,0,859,5/23/2016,9/29/2018,TR,0
8676,3248,1,1875,6/1/2013,7/20/2018,EN,0
8677,2215,1,844,6/7/2016,9/29/2018,EN,0
8678,2133,0,3495,3/13/2009,10/7/2018,EN,0
8679,1721,0,349,10/25/2017,10/9/2018,EN,0
8680,3278,0,2231,8/7/2012,9/16/2018,EN,0
8681,21877,0,1136,9/2/2015,10/12/2018,EN,1
8682,6675,0,2696,5/25/2011,10/11/2018,EN,1
8683,57943,0,877,5/18/2016,10/12/2018,ES,0
8684,5178,1,3571,1/1/2009,10/12/2018,EN,1
8685,9841,1,1614,5/5/2014,10/5/2018,EN,0
8686,634,0,1951,6/2/2013,10/5/2018,EN,0
8687,4202,1,1274,3/6/2015,8/31/2018,RU,0
8688,977,0,1627,3/26/2014,9/8/2018,EN,0
8689,40168,0,1327,2/23/2015,10/12/2018,EN,1
8690,212091,0,1979,5/12/2013,10/12/2018,EN,0
8691,258786,0,2748,4/4/2011,10/12/2018,EN,1
8692,85021,1,1235,5/26/2015,10/12/2018,EN,1
8693,82230,0,2316,5/19/2012,9/21/2018,RU,0
8694,5416,0,3857,3/20/2008,10/11/2018,EN,1
8695,178,1,1205,6/25/2015,10/12/2018,EN,0
8696,8078,1,2062,2/18/2013,10/12/2018,ES,1
8697,6777,0,1158,7/31/2015,10/1/2018,FR,0
8698,1426052,1,3744,7/12/2008,10/12/2018,EN,0
8699,705,0,525,5/2/2017,10/9/2018,EN,1
8700,12231,1,1723,1/23/2014,10/12/2018,EN,1
8701,131,0,2243,8/10/2012,10/1/2018,EN,0
8702,1792,1,2210,9/9/2012,9/28/2018,EN,1
8703,4643,0,186,4/9/2018,10/12/2018,EN,1
8704,1132,0,1679,2/22/2014,9/28/2018,EN,0
8705,28064,0,527,5/3/2017,10/12/2018,EN,1
8706,60969,0,981,2/2/2016,10/10/2018,RU,1
8707,506,1,910,4/13/2016,10/10/2018,EN,0
8708,2688,1,1398,12/13/2014,10/11/2018,EN,1
8709,952,0,1552,6/30/2014,9/29/2018,EN,0
8710,9273,0,1635,4/15/2014,10/6/2018,EN,1
8711,3400,0,3175,2/1/2010,10/12/2018,EN,0
8712,82,0,1715,12/29/2013,9/9/2018,EN,0
8713,4286,1,1205,6/25/2015,10/12/2018,EN,1
8714,23421,1,1585,6/10/2014,10/12/2018,EN,0
8715,1548,0,613,2/6/2017,10/12/2018,EN,0
8716,587,0,827,6/12/2016,9/17/2018,EN,0
8717,5495,1,232,2/21/2018,10/11/2018,EN,1
8718,18178,0,1825,10/13/2013,10/12/2018,RU,1
8719,3599,1,1213,6/14/2015,10/9/2018,ES,1
8720,2536,1,1279,2/20/2015,8/22/2018,DE,0
8721,663,1,936,3/20/2016,10/12/2018,EN,1
8722,8624,1,1645,4/9/2014,10/10/2018,DE,1
8723,892,0,1902,7/16/2013,9/30/2018,EN,0
8724,3020,1,1329,2/15/2015,10/6/2018,EN,1
8725,34872,1,1269,4/22/2015,10/12/2018,EN,1
8726,9951,0,2671,6/19/2011,10/11/2018,EN,1
8727,307,0,1177,7/10/2015,9/29/2018,EN,0
8728,67255,0,2547,10/13/2011,10/3/2018,EN,0
8729,13822,1,2054,2/24/2013,10/10/2018,TR,1
8730,1585,1,1574,6/21/2014,10/12/2018,EN,0
8731,30113,0,2008,4/13/2013,10/12/2018,FI,1
8732,2973,0,918,4/5/2016,10/10/2018,EN,1
8733,6851,0,2503,12/5/2011,10/12/2018,EN,1
8734,3824,0,1287,4/4/2015,10/12/2018,EN,1
8735,10715,1,1512,8/22/2014,10/12/2018,EN,1
8736,286,1,2377,4/8/2012,10/11/2018,EN,0
8737,2033,0,1542,7/23/2014,10/12/2018,DE,0
8738,14685,1,1542,7/23/2014,10/12/2018,EN,1
8739,137168,0,2104,1/7/2013,10/12/2018,DA,0
8740,20429,1,2125,12/17/2012,10/12/2018,EN,0
8741,21556,1,2354,5/2/2012,10/12/2018,ZH,1
8742,153,0,1436,4/2/2013,3/8/2017,OTHER,0
8743,829,0,782,8/9/2016,9/30/2018,EN,0
8744,6570,1,2347,5/9/2012,10/12/2018,EN,1
8745,9654,1,624,1/24/2017,10/10/2018,DE,1
8746,891,0,397,8/29/2017,9/30/2018,EN,0
8747,17966,1,1365,1/16/2015,10/12/2018,EN,1
8748,19025,1,1415,11/27/2014,10/12/2018,RU,1
8749,2641,0,2237,6/14/2012,7/30/2018,DA,0
8750,363,1,1213,5/25/2015,9/19/2018,EN,0
8751,8954,0,1269,4/22/2015,10/12/2018,EN,0
8752,2542,0,1881,8/15/2013,10/9/2018,EN,0
8753,9283,1,637,1/13/2017,10/12/2018,RU,1
8754,336,1,1390,11/12/2014,9/2/2018,EN,0
8755,2316111,1,2871,12/1/2010,10/11/2018,EN,0
8756,19766,1,2631,7/28/2011,10/10/2018,EN,1
8757,6010,1,1294,3/28/2015,10/12/2018,EN,1
8758,164079,0,1685,3/2/2014,10/12/2018,EN,0
8759,2539,1,1573,6/12/2014,10/2/2018,EN,1
8760,2649,1,1351,1/22/2015,10/4/2018,EN,1
8761,6681,0,1045,12/2/2015,10/12/2018,RU,1
8762,692,1,840,5/14/2016,9/1/2018,EN,0
8763,323784,1,667,12/14/2016,10/12/2018,RU,0
8764,2325,1,2100,1/1/2013,10/2/2018,EN,0
8765,905,0,1826,10/5/2013,10/5/2018,EN,0
8766,3544,1,664,12/16/2016,10/11/2018,EN,0
8767,2179,1,1036,12/11/2015,10/12/2018,EN,1
8768,4628,0,2865,11/28/2010,10/2/2018,EN,1
8769,9901,1,1490,9/12/2014,10/11/2018,EN,1
8770,24099,0,2637,7/4/2011,9/22/2018,EN,0
8771,19832,1,1027,12/20/2015,10/12/2018,EN,1
8772,1555,1,1296,3/25/2015,10/11/2018,EN,0
8773,4399,1,1237,5/24/2015,10/12/2018,EN,1
8774,1421,0,2212,8/11/2012,9/1/2018,EN,0
8775,78980,0,1988,5/2/2013,10/11/2018,EN,0
8776,4869,0,1457,10/16/2014,10/12/2018,EN,1
8777,1387,0,1824,9/11/2013,9/9/2018,SV,0
8778,15048,1,3091,4/17/2010,10/3/2018,EN,0
8779,496,0,1566,6/24/2014,10/7/2018,EN,0
8780,301,1,1910,7/16/2013,10/8/2018,EN,0
8781,4713,0,1486,9/16/2014,10/11/2018,EN,1
8782,22181,1,1280,4/11/2015,10/12/2018,EN,1
8783,5784,1,2413,2/27/2012,10/6/2018,EN,0
8784,4297,0,1225,6/4/2015,10/11/2018,NL,1
8785,58704,1,2195,10/8/2012,10/12/2018,RU,1
8786,3476,1,829,6/26/2016,10/3/2018,EN,1
8787,32011,1,564,3/27/2017,10/12/2018,ES,1
8788,3252,0,474,6/25/2017,10/12/2018,ES,1
8789,27850,1,2109,1/1/2013,10/11/2018,EN,1
8790,815,1,743,9/17/2016,9/30/2018,EN,0
8791,26876,1,2759,3/23/2011,10/11/2018,EN,1
8792,25678,0,1254,5/7/2015,10/12/2018,IT,1
8793,14071,1,1267,4/19/2015,10/7/2018,RU,0
8794,7139,1,1767,12/10/2013,10/12/2018,EN,1
8795,52628,0,2218,9/7/2012,10/4/2018,EN,1
8796,14660,0,2059,2/16/2013,10/7/2018,ES,1
8797,73438,0,1149,8/20/2015,10/12/2018,TR,1
8798,15941,1,1570,6/25/2014,10/12/2018,EN,1
8799,1171,0,874,4/14/2016,9/5/2018,EN,0
8800,1741,0,1178,7/12/2015,10/2/2018,ES,1
8801,1109,0,1759,12/10/2013,10/4/2018,EN,0
8802,543,0,1518,7/21/2014,9/16/2018,EN,0
8803,45323,0,637,12/26/2016,9/24/2018,EN,1
8804,12358,0,2228,8/23/2012,9/29/2018,JA,0
8805,7249,0,2135,12/5/2012,10/10/2018,EN,1
8806,1073,0,815,7/19/2016,10/12/2018,EN,1
8807,3770,1,2665,6/25/2011,10/11/2018,EN,1
8808,4000,1,1806,11/1/2013,10/12/2018,EN,1
8809,5305,0,406,9/1/2017,10/12/2018,RU,1
8810,2310,1,2331,5/6/2012,9/23/2018,EN,1
8811,1953,0,2789,1/28/2011,9/17/2018,EN,0
8812,5985,1,2405,3/10/2012,10/10/2018,EN,0
8813,462,1,1224,5/4/2015,9/9/2018,EN,0
8814,2217,0,2427,1/27/2012,9/19/2018,EN,0
8815,936,1,1265,6/15/2014,12/1/2017,EN,0
8816,2217,1,951,3/5/2016,10/12/2018,EN,0
8817,14331,0,573,3/17/2017,10/11/2018,EN,1
8818,405,0,1494,8/8/2014,9/10/2018,FR,0
8819,6586,1,2270,7/24/2012,10/11/2018,EN,1
8820,1997,0,1791,11/16/2013,10/12/2018,EN,0
8821,2476,1,604,1/20/2017,9/16/2018,EN,1
8822,1024412,1,2740,4/12/2011,10/12/2018,EN,0
8823,2756,0,905,4/20/2016,10/12/2018,EN,1
8824,3436,0,2700,5/14/2011,10/4/2018,ES,0
8825,2245,1,2137,10/14/2012,8/21/2018,EN,0
8826,9742,0,1325,2/22/2015,10/9/2018,DE,1
8827,5638,0,1392,12/15/2014,10/7/2018,PT,1
8828,10553,0,1333,2/17/2015,10/12/2018,EN,1
8829,498,0,1697,2/17/2014,10/11/2018,EN,0
8830,11759,1,1846,9/22/2013,10/12/2018,EN,1
8831,6720,0,377,9/23/2017,10/5/2018,TR,1
8832,11569,1,2185,9/25/2012,9/19/2018,EN,0
8833,700,1,1259,3/26/2015,9/5/2018,EN,0
8834,3102,0,1209,6/21/2015,10/12/2018,ES,1
8835,4093,0,2792,2/14/2011,10/7/2018,EN,1
8836,5427,0,1706,2/9/2014,10/12/2018,EN,1
8837,3701,1,1575,6/20/2014,10/12/2018,EN,1
8838,626,1,603,1/24/2017,9/19/2018,TR,0
8839,145,1,375,9/14/2017,9/24/2018,EN,0
8840,2364,1,1305,3/15/2015,10/10/2018,EN,0
8841,203,0,708,10/1/2016,9/9/2018,EN,0
8842,11162,0,578,3/13/2017,10/12/2018,ES,1
8843,453,1,1066,11/10/2015,10/11/2018,EN,0
8844,877,0,1118,9/16/2015,10/8/2018,EN,0
8845,1381,1,522,5/3/2017,10/7/2018,EN,0
8846,10325,1,1555,7/10/2014,10/12/2018,EN,1
8847,722,0,245,2/4/2018,10/7/2018,EN,0
8848,1613,0,1066,11/8/2015,10/9/2018,EN,1
8849,853,0,2305,1/2/2012,4/25/2018,EN,0
8850,12358,0,2534,11/1/2011,10/9/2018,EN,1
8851,61,0,2382,12/4/2011,6/12/2018,OTHER,0
8852,3170,0,2149,11/23/2012,10/12/2018,ZH,0
8853,7217,0,683,11/28/2016,10/12/2018,CS,0
8854,3571,1,350,10/26/2017,10/11/2018,RU,1
8855,2807,0,1604,5/14/2014,10/4/2018,EN,1
8856,2504,1,1458,9/20/2014,9/17/2018,EN,1
8857,20011,0,1316,3/5/2015,10/11/2018,EN,1
8858,3080,1,1704,2/8/2014,10/9/2018,EN,1
8859,48578,0,2319,6/6/2012,10/12/2018,ES,1
8860,5020,0,353,10/24/2017,10/12/2018,JA,1
8861,5832967,0,2442,2/4/2012,10/12/2018,RU,0
8862,3487,1,835,6/29/2016,10/12/2018,EN,1
8863,1506,0,1371,1/8/2015,10/10/2018,EN,1
8864,622,0,1038,12/9/2015,10/12/2018,EN,1
8865,257,0,2149,4/5/2012,2/22/2018,EN,0
8866,2312,1,308,12/8/2017,10/12/2018,EN,1
8867,1266,0,634,1/9/2017,10/5/2018,ES,0
8868,24875,0,1268,4/23/2015,10/12/2018,CS,1
8869,966,1,677,12/4/2016,10/12/2018,ES,0
8870,38739,1,3592,12/8/2008,10/9/2018,EN,1
8871,7823,1,3228,12/5/2009,10/7/2018,EN,1
8872,1278,0,1665,3/1/2014,9/21/2018,EN,1
8873,3626,0,1517,6/13/2014,8/8/2018,EN,0
8874,12423,1,1111,9/15/2015,9/30/2018,FR,1
8875,3311,0,1150,8/19/2015,10/12/2018,PL,1
8876,3447,0,1709,2/1/2014,10/7/2018,EN,1
8877,1839,0,2131,12/7/2012,10/8/2018,EN,1
8878,10482,1,1372,1/9/2015,10/12/2018,EN,1
8879,9891,1,1443,10/30/2014,10/12/2018,EN,0
8880,2318,0,1272,4/19/2015,10/12/2018,DE,1
8881,123675,0,2009,4/12/2013,10/12/2018,PL,1
8882,530,0,1388,12/11/2014,9/29/2018,EN,0
8883,710,0,1641,4/14/2014,10/11/2018,DE,0
8884,3390,1,1585,5/10/2014,9/11/2018,EN,0
8885,8597,0,1198,6/28/2015,10/8/2018,RU,1
8886,63294,1,1724,1/16/2014,10/6/2018,EN,1
8887,1615,1,3006,6/25/2010,9/17/2018,EN,0
8888,863,0,1693,12/28/2013,8/17/2018,EN,0
8889,1669,0,1673,3/13/2014,10/11/2018,EN,0
8890,76181,1,1975,5/16/2013,10/12/2018,EN,1
8891,48669,1,1066,11/10/2015,10/11/2018,DE,1
8892,42955,1,1614,5/12/2014,10/12/2018,EN,1
8893,259,0,1791,11/16/2013,10/12/2018,EN,0
8894,6303458,0,3737,7/4/2008,9/27/2018,EN,0
8895,53229,1,1347,2/3/2015,10/12/2018,EN,1
8896,2457,1,1312,3/1/2015,10/3/2018,FR,0
8897,222185,0,2484,12/16/2011,10/4/2018,EN,0
8898,1021,1,1560,7/5/2014,10/12/2018,EN,1
8899,4038,1,2348,4/29/2012,10/3/2018,EN,0
8900,26127,0,2099,1/12/2013,10/12/2018,EN,1
8901,16935,0,1327,2/15/2015,10/4/2018,EN,1
8902,2162,1,1995,3/21/2013,9/6/2018,EN,0
8903,17271,1,2099,1/8/2013,10/8/2018,EN,1
8904,7084,0,2293,7/1/2012,10/11/2018,EN,1
8905,52766,1,1849,9/19/2013,10/12/2018,EN,1
8906,6452,0,2192,10/10/2012,10/11/2018,EN,0
8907,1554,0,1541,5/17/2014,8/5/2018,EN,0
8908,4721,1,3036,6/6/2010,9/28/2018,EN,1
8909,4622,1,3594,11/21/2008,9/24/2018,EN,0
8910,18667,0,1676,3/2/2014,10/3/2018,EN,1
8911,951,0,241,1/21/2018,9/19/2018,EN,1
8912,2682,1,2313,5/12/2012,9/11/2018,EN,0
8913,1976,1,1560,7/2/2014,10/9/2018,EN,0
8914,774,1,1358,1/4/2015,9/23/2018,EN,0
8915,1879,1,1788,11/13/2013,10/6/2018,EN,0
8916,1555,0,1976,5/14/2013,10/11/2018,EN,0
8917,401,0,1628,4/21/2014,10/5/2018,OTHER,0
8918,390,0,477,8/28/2013,12/18/2014,OTHER,0
8919,859702,0,2528,11/10/2011,10/12/2018,EN,0
8920,1868,1,612,2/4/2017,10/9/2018,EN,1
8921,983,1,1486,9/2/2014,9/27/2018,EN,0
8922,2259,1,2658,7/2/2011,10/11/2018,DE,0
8923,1277,0,2610,8/20/2011,10/12/2018,EN,0
8924,8195,1,587,3/4/2017,10/12/2018,EN,1
8925,568,0,1831,8/13/2013,8/18/2018,EN,0
8926,2633,1,1997,4/24/2013,10/12/2018,EN,1
8927,509,1,897,4/28/2016,10/12/2018,EN,0
8928,7801,0,588,3/3/2017,10/12/2018,EN,0
8929,8277,0,737,10/4/2016,10/11/2018,EN,1
8930,623631,1,1921,7/9/2013,10/12/2018,DE,0
8931,1979,0,2062,1/18/2013,9/11/2018,EN,0
8932,3812,1,548,4/8/2017,10/8/2018,EN,1
8933,11577,1,1041,12/5/2015,10/11/2018,DE,1
8934,9774,1,1169,7/31/2015,10/12/2018,EN,1
8935,6264,1,1366,1/13/2015,10/10/2018,EN,1
8936,1287,0,1417,11/24/2014,10/11/2018,EN,0
8937,1215,0,1844,8/25/2013,9/12/2018,EN,0
8938,2059,1,1206,6/23/2015,10/11/2018,EN,1
8939,932,1,473,6/16/2017,10/2/2018,EN,0
8940,40631,0,2025,3/27/2013,10/12/2018,ES,1
8941,1195,1,1723,1/23/2014,10/12/2018,EN,0
8942,2923,0,1676,3/3/2014,10/4/2018,EN,1
8943,22188,0,942,3/14/2016,10/12/2018,TR,1
8944,365,0,1418,11/17/2014,10/5/2018,EN,0
8945,7617,0,941,3/8/2016,10/5/2018,EN,0
8946,3769,1,1808,10/30/2013,10/12/2018,EN,1
8947,3366,1,1384,12/24/2014,10/8/2018,EN,1
8948,1920,1,1661,3/26/2014,10/12/2018,EN,1
8949,10518,1,2575,8/30/2011,9/17/2018,RU,0
8950,791,1,1848,8/14/2013,9/5/2018,ZH,0
8951,496,0,1793,11/13/2013,10/11/2018,EN,0
8952,52897,1,935,3/21/2016,10/12/2018,DE,1
8953,35562,0,2064,2/16/2013,10/12/2018,EN,0
8954,100,0,1899,7/12/2013,9/23/2018,EN,0
8955,2128,0,2534,11/4/2011,10/12/2018,EN,1
8956,544,0,946,3/5/2016,10/7/2018,EN,0
8957,1806,0,2100,1/11/2013,10/12/2018,FI,0
8958,7621,0,1861,9/7/2013,10/12/2018,JA,1
8959,4073,1,1954,6/5/2013,10/11/2018,SV,0
8960,435,1,2482,12/26/2011,10/12/2018,EN,0
8961,133,0,817,4/10/2016,7/6/2018,EN,0
8962,48544,1,3521,2/19/2009,10/11/2018,EN,1
8963,949,1,1638,4/18/2014,10/12/2018,DE,1
8964,598,0,2073,1/22/2013,9/26/2018,EN,0
8965,4890,1,1011,1/5/2016,10/12/2018,EN,1
8966,1937,0,1517,7/27/2014,9/21/2018,EN,0
8967,10442,0,2845,12/28/2010,10/12/2018,EN,1
8968,961,1,1082,10/21/2015,10/7/2018,EN,0
8969,26413,1,1803,11/2/2013,10/10/2018,EN,1
8970,14936,0,1801,11/2/2013,10/8/2018,EN,1
8971,1685,1,1361,1/18/2015,10/10/2018,EN,0
8972,37283,0,2095,1/15/2013,10/11/2018,EN,0
8973,6354,0,1938,6/22/2013,10/12/2018,DE,1
8974,275,0,1563,11/28/2013,3/10/2018,OTHER,0
8975,3549,1,1428,10/21/2014,9/18/2018,EN,0
8976,3438,0,1676,3/10/2014,10/11/2018,EN,1
8977,3806,0,873,5/22/2016,10/12/2018,EN,1
8978,1747,0,785,8/12/2016,10/6/2018,EN,0
8979,44381,1,1330,2/9/2015,10/1/2018,EN,1
8980,2381,0,1991,4/27/2013,10/9/2018,EN,1
8981,726,1,1926,5/28/2013,9/5/2018,EN,0
8982,3793,1,1741,1/3/2014,10/10/2018,ES,1
8983,2223,0,1947,6/3/2013,10/2/2018,EN,1
8984,4323,0,2441,2/2/2012,10/9/2018,EN,0
8985,6465,0,728,10/11/2016,10/9/2018,EN,1
8986,25751,1,2609,8/21/2011,10/12/2018,EN,0
8987,781,0,1679,3/7/2014,10/11/2018,DE,0
8988,4088,0,2155,11/14/2012,10/9/2018,FR,0
8989,38,0,1075,10/12/2015,9/21/2018,EN,0
8990,984,1,1554,7/6/2014,10/7/2018,EN,0
8991,5499,1,285,12/28/2017,10/9/2018,EN,1
8992,15787,1,1750,12/27/2013,10/12/2018,EN,1
8993,4501,0,2054,2/23/2013,10/9/2018,JA,1
8994,94712,1,1900,7/30/2013,10/12/2018,EN,1
8995,120415,0,2357,4/24/2012,10/7/2018,EN,0
8996,2334,0,1824,10/6/2013,10/4/2018,EN,1
8997,92915,1,1664,3/23/2014,10/12/2018,ZH,1
8998,23986,1,1563,7/2/2014,10/12/2018,EN,1
8999,2238,0,1013,1/3/2016,10/12/2018,EN,1
9000,10138,1,1935,6/25/2013,10/12/2018,EN,1
9001,380,0,825,7/9/2016,10/12/2018,EN,0
9002,18199,0,1967,5/24/2013,10/12/2018,EN,1
9003,11656,1,847,6/17/2016,10/12/2018,EN,1
9004,7683,0,827,7/6/2016,10/11/2018,EN,1
9005,1004,0,1774,11/16/2013,9/25/2018,EN,1
9006,3823,0,1180,7/20/2015,10/12/2018,RU,0
9007,2497,1,1693,2/17/2014,10/7/2018,EN,1
9008,10607,1,2215,9/18/2012,10/12/2018,EN,1
9009,1436,0,692,11/19/2016,10/12/2018,EN,0
9010,94201,1,1519,8/13/2014,10/10/2018,EN,1
9011,4561,1,640,1/7/2017,10/9/2018,DE,1
9012,249,0,1263,4/27/2015,10/11/2018,EN,0
9013,723,1,396,9/10/2017,10/11/2018,EN,0
9014,93152,1,1864,9/4/2013,10/12/2018,EN,0
9015,6949,1,477,6/18/2017,10/8/2018,EN,1
9016,2169,0,3329,5/6/2009,6/17/2018,EN,0
9017,75542,0,1715,1/30/2014,10/11/2018,EN,0
9018,3486,1,273,1/12/2018,10/12/2018,EN,1
9019,3236,0,1583,6/2/2014,10/2/2018,CS,0
9020,4634,1,1579,6/10/2014,10/6/2018,EN,0
9021,340,0,1700,1/14/2014,9/10/2018,EN,0
9022,5906,1,495,5/10/2017,9/17/2018,EN,1
9023,4440,0,1532,8/1/2014,10/11/2018,EN,1
9024,4229,1,1208,6/20/2015,10/10/2018,EN,1
9025,1318,1,2691,5/11/2011,9/22/2018,EN,1
9026,1231,1,1224,6/3/2015,10/9/2018,EN,0
9027,982,0,1155,8/13/2015,10/11/2018,RU,0
9028,48567,1,1827,10/11/2013,10/12/2018,EN,0
9029,5195,1,1315,3/7/2015,10/12/2018,DE,1
9030,8446,1,939,3/16/2016,10/11/2018,EN,0
9031,239456,0,1761,12/16/2013,10/12/2018,PT,0
9032,12977,0,1660,3/27/2014,10/12/2018,ES,1
9033,15265,1,1687,2/28/2014,10/12/2018,EN,1
9034,380,1,304,11/2/2017,9/2/2018,EN,0
9035,224,0,1055,11/6/2015,9/26/2018,EN,0
9036,3703,0,522,5/8/2017,10/12/2018,EN,1
9037,4609,0,1763,12/14/2013,10/12/2018,EN,1
9038,12390,1,1637,4/18/2014,10/11/2018,EN,1
9039,1658,0,1593,5/31/2014,10/10/2018,EN,0
9040,4783,1,2055,12/20/2012,8/6/2018,EN,0
9041,781,0,1977,5/12/2013,10/10/2018,EN,0
9042,761,0,1135,9/3/2015,10/12/2018,EN,0
9043,9444,0,1256,4/25/2015,10/2/2018,EN,1
9044,81821,0,1956,10/6/2012,2/13/2018,EN,0
9045,901,0,1984,4/24/2013,9/29/2018,EN,0
9046,1655,0,1645,4/9/2014,10/10/2018,ES,0
9047,7775,1,1230,5/31/2015,10/12/2018,EN,1
9048,999,1,2162,10/11/2012,9/12/2018,EN,0
9049,2050455,1,1883,8/16/2013,10/12/2018,DE,0
9050,2120,0,1588,5/27/2014,10/1/2018,EN,0
9051,14822,1,1996,4/25/2013,10/12/2018,DE,0
9052,1790,0,471,6/22/2017,10/6/2018,EN,1
9053,377,0,1657,1/2/2014,7/17/2018,EN,0
9054,28941,1,2028,3/23/2013,10/11/2018,PL,0
9055,318,0,952,11/2/2015,6/11/2018,EN,0
9056,30013,0,1723,1/15/2014,10/4/2018,EN,1
9057,292,0,1564,5/29/2014,9/9/2018,EN,0
9058,5227,0,1981,5/10/2013,10/12/2018,EN,0
9059,109,1,182,12/12/2017,6/12/2018,EN,0
9060,1317,0,257,1/18/2018,10/2/2018,EN,1
9061,17937,1,2210,9/23/2012,10/12/2018,EN,0
